"",latency-lubm,memory
1,1226.6429567642956,46.02373915452223
2,877.4785212184327,78.77721087137859
3,873.209296482412,117.07826169331868
4,772.6489940184883,155.61392558704722
5,876.0057610673135,187.81136044588956
6,866.8449010273115,212.83208951083097
7,759.3363431151241,244.66428146362304
8,787.9486206896552,270.87772903442385
9,704.8774124374553,297.1845413208008
10,874.5619408121129,319.99688415527345
