,latency-lubm,memory
1,17678.56397,605.717455
2,6484.041857,773.4569789
3,8953.250636,790.6184406
4,6275.180038,998.2739073
5,6605.75,1069.514232
6,4809.199288,1071.389561
7,6140.314815,1071.090928
8,7914.364238,1071.890746
9,7666.793103,1070.824545
10,7790.578671,1071.357646
