,latency-lubm,memory
1,2720.253384,237.5578707
2,4179.607569,559.709959
3,1749.181102,713.4023111
4,1441.88456,733.3999939
5,1830.54816,750.3169355
6,1088.270446,768.6880635
7,3295.953153,885.148303
8,2646.498246,892.9761712
9,2177.929874,896.2954521
10,2412.21406,894.6358117
