,latency-lubm,memory
1,15042.70944,568.6715862
2,5858.915816,914.3187234
3,7648.727273,916.3598698
4,6144.558659,915.0460958
5,8592.484043,917.8368879
6,5761.996774,920.1330839
7,4193.592308,919.9517201
8,10352.56954,920.5387432
9,3864.554252,922.7468691
10,7108.56189,921.6428061
