"",latency-lubm,memory
1,1263.007438400744,43.14997042142428
2,712.5412021328162,70.57086181640625
3,936.6493472584856,105.14398956298828
4,805.2715317173801,128.32045046488443
5,710.6904024767802,160.73272913152522
6,874.2715268225585,193.8249178799716
7,871.8853811149033,214.84158741344106
8,824.6320282602296,237.59894076260653
9,682.8543391597669,268.8557877974077
