"",latency-lubm,memory
1,50637.58334899455,1030.745560897024
2,6763.510752688172,1112.1667709350586
3,3486.7636363636366,1105.9174118041992
4,1888.742782152231,1108.8804441179548
5,6994.158273381295,1117.092425755092
6,6121.5025773195875,1115.1681464059013
7,5205.591324200913,1116.6061052594866
8,1293.9164733178654,1122.5797533307757
9,1060.6870588235295,1120.6503077915736
