"",latency-R10C,memory
1,1269.7843137254902,31.586645273061897
2,1097.3458333333333,25.843135833740234
3,1084.9915254237287,27.579704920450848
4,1059.9024390243903,26.542824427286785
5,1060.0625,35.433414459228516
6,1099.1134453781513,28.72415288289388
7,1015.1270491803278,29.459571838378906
8,1052.357142857143,28.93586031595866
9,1063.4618644067796,30.121721267700195
10,1121.040650406504,32.644453048706055
