"",latency-Q6C,memory
1,2358.0,57.169373103550505
2,2117.7033898305085,82.67995707194011
3,2175.809523809524,81.65273030598958
4,2176.5593220338983,83.83822758992513
5,2189.2023809523807,83.42263094584148
6,NaN,83.47328440348308
7,NaN,84.79656028747559
8,NaN,84.19407526652019
9,NaN,84.10255559285481
10,NaN,84.91935793558757
