"",latency-lubm_neg,memory
1,1245.2750756341634,44.530257591834435
2,1003.0751161590088,84.56613032023112
3,795.291854603343,123.10915756225586
4,896.4715083798883,162.46964541348544
5,759.6603985405557,199.11032589999112
6,822.8166130447499,234.06054132634944
7,731.652487135506,267.8323661804199
8,969.6265276779295,299.27717035466975
9,702.1122532894736,327.0858612060547
10,598.785150812065,353.67418365478517
