,latency-lubm_neg,memory
1,3423.897991,267.20526
2,967.9324158,398.0225466
3,1053.390936,438.5168406
4,1609.969161,618.4438868
5,549.8380783,653.5122604
6,314.865477,684.0617926
7,806.6683225,709.4460077
8,845.389252,737.0806296
9,1227.463549,843.9911823
10,1738.081706,790.535906
