,latency-lubm_neg,memory
1,6347.708275,341.6925912
2,967.9324158,457.9509091
3,2822.150593,605.5891542
4,3617.469132,714.498388
5,1060.670553,746.8432617
6,1960.531387,763.6263399
7,1692.770992,777.7962027
8,2292.132379,796.08778
9,2630.774161,805.0486614
10,2461.45327,800.5682207
