,latency-lubm_neg,memory
1,13709.74545,452.7429997
2,2531.978743,788.2983268
3,6642.716814,845.6132135
4,2340.03072,976.6728091
5,3084.807843,975.9840437
6,1431.732733,978.9432798
7,1445.023977,984.7136067
8,2091.211024,988.4959575
9,3418.276316,993.4418466
10,2754.74367,990.968902
