,latency-lubm_neg,memory
1,20004.101,852.7348495
2,7410.75495,891.875436
3,9253.81021,887.3724861
4,11802.80198,894.9374695
5,3984.807843,891.0972471
6,3853.347826,905.4879761
7,3626.460102,911.0279112
8,7433.950125,903.1085529
9,5059.083416,903.3628511
10,5246.51677,903.235702
